Date,MKT,SMB,HML,RMW,CMA,RF
2013-01-25,0.0059,-0.0004,-0.0028000000000000004,0.0001,-0.0017000000000000001,0.0
2013-01-28,-0.0014000000000000002,0.0034999999999999996,0.0012,-0.0003,-0.0005,0.0
2013-01-29,0.0036,-0.0044,0.0036,-0.001,0.003,0.0
2013-01-30,-0.0038,-0.0088,0.0012,-0.0009,-0.0001,0.0
2013-01-31,-0.0008,0.0070999999999999995,0.002,-0.0026,0.001,0.0
2013-02-01,0.009899999999999999,0.0008,0.0026,-0.0027,-0.0005,0.0
2013-02-04,-0.011899999999999999,-0.001,-0.0015,-0.0002,0.0002,0.0
2013-02-05,0.010700000000000001,-0.0006,0.0018,0.0,-0.001,0.0
2013-02-06,0.0015,0.003,0.0013,-0.0016,0.0004,0.0
2013-02-07,-0.0015,-0.0009,0.0002,0.0017000000000000001,-0.0004,0.0
2013-02-08,0.0058,0.0003,-0.0021,0.0013,-0.0045000000000000005,0.0
2013-02-11,-0.0008,-0.0003,0.0039000000000000003,-0.0018,0.0028000000000000004,0.0
2013-02-12,0.0016,0.0026,0.0070999999999999995,-0.0054,0.0045000000000000005,0.0
2013-02-13,0.0014000000000000002,0.0008,0.0,-0.0001,-0.0004,0.0
2013-02-14,0.0011,0.0032,0.0012,-0.003,-0.002,0.0
2013-02-15,-0.0011,0.0001,-0.0009,-0.0004,0.0013,0.0
2013-02-19,0.0074,0.0025,0.0018,-0.0008,0.0034999999999999996,0.0
2013-02-20,-0.013600000000000001,-0.0060999999999999995,-0.0064,0.0024,0.0012,0.0
2013-02-21,-0.0066,-0.0031,-0.0006,0.0005,0.0026,0.0
2013-02-22,0.009399999999999999,0.0017000000000000001,-0.0006,-0.0011,-0.0013,0.0
2013-02-25,-0.0182,-0.0026,-0.0072,0.0059,-0.0039000000000000003,0.0
2013-02-26,0.0058,-0.0019,0.0002,-0.0001,0.0022,0.0
2013-02-27,0.0129,-0.0032,0.0017000000000000001,-0.002,0.0003,0.0
2013-02-28,-0.0005,0.0011,-0.0016,0.0004,-0.0001,0.0
