date,ITOT,DIA,SPY,XLG,AIA,GXC,XLY,XLE,XLF,XLV,XLI,XLB,XLK,XLU,ICLN,CGW,WOOD,IYR
2011-06-07 00:00:00+00:00,13523,3820004,161485789,12362,10328,599773,4984180,19104451,79402602,8188678,16402157,11508979,8687790,10137010,25157,67449,109517,10605934
2011-06-08 00:00:00+00:00,11481,6854419,197987250,16085,14244,59439,9963892,25043523,82959690,6620277,29228808,17446069,9969417,7996057,17942,37014,34837,10065820
2011-06-09 00:00:00+00:00,2411,4024445,160674400,13903,13294,48129,5618618,17200346,59297538,6955552,20573811,17514896,5238337,5683143,15767,20701,17369,14743177
2011-06-10 00:00:00+00:00,22450,7384555,238411677,8393,29805,96585,9513538,20929805,147456917,17091815,23598591,15438726,10899200,8337669,19377,81301,32623,19779336
2011-06-13 00:00:00+00:00,20813,5362985,184488103,10579,51839,62103,9543751,27744037,95589231,10111829,22249658,13351930,11623106,5189654,10768,59498,84290,11480891
2011-06-14 00:00:00+00:00,19733,4852908,160125927,18955,30429,90490,9211691,22731377,85084413,8547375,20001027,18575862,8749035,7100232,8837,12544,19161,9468583
2011-06-15 00:00:00+00:00,31171,20957599,300377189,23406,18961,115962,19728400,35587544,152426163,15193877,28306161,23591148,16274361,7658193,17591,38217,120954,13735781
2011-06-16 00:00:00+00:00,9125,7463293,307721462,34453,25756,90363,8535368,25238229,134584972,10648923,25760159,26327205,9178914,8250940,14535,51264,24510,16090562
2011-06-17 00:00:00+00:00,7973,7741906,233230974,29874,10396,252928,10330807,27123740,81576101,16765058,28587847,19191160,19947898,7628127,14080,18609,26645,10435573
2011-06-20 00:00:00+00:00,50957,5679759,159305551,21104,43139,64815,4976196,17306603,52981212,8445182,15163510,15561294,8658563,4192331,7021,18904,17402,8974180
2011-06-21 00:00:00+00:00,6586,4741505,191713605,8292,31134,60980,12298739,23086315,76580369,12592850,20507511,14723227,13432787,5120473,9043,36239,49730,10579150
2011-06-22 00:00:00+00:00,14344,4712434,176121450,15394,44506,71157,7448151,18550344,85622123,7604616,14219006,13429574,10710790,5103976,16881,53062,69594,7023387
2011-06-23 00:00:00+00:00,3342,9026081,333657698,8006,19063,79347,12452489,45415193,102524089,19453232,22845183,17762945,12059135,9526345,19533,73107,17667,16330263
2011-06-24 00:00:00+00:00,4889,6643261,225810845,16957,10296,147770,9771965,17007429,73772426,10949154,12309901,12753843,10697393,5175708,12591,105711,28436,6841024
2011-06-27 00:00:00+00:00,14718,4489789,166315651,6097,14491,49758,5118819,19673612,48834251,6207507,11017878,10114432,11036151,3616049,5778,24796,6673,6896831
2011-06-28 00:00:00+00:00,3961,4084423,165190188,5783,11686,54642,14476707,15752813,47194966,9200153,12947490,10333238,7196450,5737462,20048,26332,63587,9156272
2011-06-29 00:00:00+00:00,7725,5711917,243880784,5022,7819,131139,12842168,21259251,90046516,6457811,19797117,14406381,8111631,5900777,18740,56506,11802,9353168
2011-06-30 00:00:00+00:00,15714,4753433,222967799,7180,25645,120903,9154600,19346688,75211665,11809254,18444469,12352573,8808373,4454911,19481,38110,12316,7668761
2011-07-01 00:00:00+00:00,3626,8691430,201950626,3521,17514,119908,9328013,14729508,62329489,10214814,23857018,13421586,11059410,9035256,11471,28525,21223,8785888
2011-07-05 00:00:00+00:00,3153,5322086,165927160,1964,23113,87146,11783912,15645646,81757796,6361900,19190959,10535463,8119399,5934875,10516,16916,16046,7325747
2011-07-06 00:00:00+00:00,3050,9794434,143126404,4522,29567,102816,5524455,10965789,53669534,6861859,19744766,14636830,6601732,4042660,102625,29121,10959,6718605
2011-07-07 00:00:00+00:00,5816,4400648,169953719,15570,58778,110847,7702461,17750056,44782168,7391335,30446980,11490541,12435773,7814560,6548,110946,5886,8445406
2011-07-08 00:00:00+00:00,6929,5986904,193857426,14067,34008,70202,6106960,17083765,61798267,6708668,21575838,11335325,11783148,5917198,14256,22858,15524,6159374
2011-07-11 00:00:00+00:00,15788,6928528,195046000,3290,8738,93479,9698925,19034001,86412885,10911823,20279218,11516913,10909245,7419467,88572,38179,23505,9374436
2011-07-12 00:00:00+00:00,5272,12501093,213911524,4449,28449,192584,9470926,20536223,64743127,5961504,31186650,8532428,9163762,6049093,33734,42619,58660,13851708
2011-07-13 00:00:00+00:00,4129,7332405,201984740,8166,31396,578975,6015047,20132189,85944273,8558138,15415801,10282230,5471504,4438742,13040,22419,34500,11847045
2011-07-14 00:00:00+00:00,13144,6516791,225402428,6278,29257,58488,5983432,22556108,122203870,9423876,20052555,10792011,10389098,7387404,57024,12847,13435,10632289
2011-07-15 00:00:00+00:00,10736,7852990,218322032,8173,3370,52216,14680937,26900361,104581907,9444797,16700793,13283395,12108441,5934359,22492,38704,9251,7706124
2011-07-18 00:00:00+00:00,1969,6149654,196456431,5836,31667,122382,5512465,20337742,110776957,8454937,17194401,16107433,8309529,6497831,11794,160385,248538,7597223
2011-07-19 00:00:00+00:00,8807,5845749,165885446,8798,44831,53532,8221600,19462743,108986307,9796596,15046697,9482886,11523074,7973356,15119,34197,70114,6860988
2011-07-20 00:00:00+00:00,9500,3271355,135775669,9496,16719,30704,4920317,10502206,95917627,6749733,9908402,6823170,5800150,3608085,28635,30632,9634,6311681
2011-07-21 00:00:00+00:00,7021,6981619,248433811,20893,21697,74302,6792693,17286566,152905920,14399582,17907648,9718650,11068401,7534437,11173,29898,8735,7524987
2011-07-22 00:00:00+00:00,4951,5829631,125209573,11789,17659,82591,4051805,11477958,48911934,7611585,20019366,7217932,5985869,4405018,24010,30551,63032,5708563
2011-07-25 00:00:00+00:00,6070,5229796,136138062,9448,25002,62958,3898985,15468510,63499052,6672329,13274314,5521599,5774400,4871964,5786,43270,23120,5487482
2011-07-26 00:00:00+00:00,29065,7170877,130989724,4650,29146,73906,4949786,16939900,91735389,8579079,24692793,7129048,8219694,4806545,4259,38726,29044,5486160
